continent,location,date,new_cases,new_deaths,new_tests
North America,United States,11/24/2021,111353,1699,1660588
North America,United States,11/25/2021,37368,485,756215
North America,United States,11/26/2021,54684,389,764599
North America,United States,11/27/2021,28395,338,906229
North America,United States,11/28/2021,45080,277,819526
North America,United States,11/29/2021,185173,1918,1368784
North America,United States,11/30/2021,117450,1645,1893848
North America,United States,12/1/2021,136940,2003,1970662
North America,United States,12/2/2021,138195,3886,2047338
North America,United States,12/3/2021,157939,1611,1937242
North America,United States,12/4/2021,67917,699,1370251
North America,United States,12/5/2021,56457,412,818558
North America,United States,12/6/2021,175072,1429,1295034
North America,United States,12/7/2021,112318,1517,1948476
North America,United States,12/8/2021,149411,1823,2053146
North America,United States,12/9/2021,123776,1552,1916525
North America,United States,12/10/2021,157503,1753,1852575
North America,United States,12/11/2021,57623,624,1304550
North America,United States,12/12/2021,53379,370,810335
North America,United States,12/13/2021,183382,1394,1361115
North America,United States,12/14/2021,113219,1517,1972370
North America,United States,12/15/2021,145715,2236,2123232
North America,United States,12/16/2021,142013,1269,2094633
North America,United States,12/17/2021,192610,1864,1995986
North America,United States,12/18/2021,81546,679,1483232
North America,United States,12/19/2021,90905,320,1040910
North America,United States,12/20/2021,241237,1552,1578182
North America,United States,12/21/2021,182146,1914,2218970
North America,United States,12/22/2021,247987,4187,2420469
North America,United States,12/23/2021,274142,1407,2406280
North America,United States,12/24/2021,248212,689,1787193
North America,United States,12/25/2021,88288,242,947337
North America,United States,12/26/2021,183920,370,968032
North America,United States,12/27/2021,506060,1846,1718188
North America,United States,12/28/2021,372102,2291,2314739
North America,United States,12/29/2021,511446,2368,2344159
North America,United States,12/30/2021,597479,1490,2363780
North America,United States,12/31/2021,511932,731,2017702
North America,United States,1/1/2022,192132,401,1260066
North America,United States,1/2/2022,296328,406,1346665
North America,United States,1/3/2022,1043268,1904,2260395
North America,United States,1/4/2022,828128,2331,2948453
North America,United States,1/5/2022,676231,2231,3201706
North America,United States,1/6/2022,843541,2095,3180906
North America,United States,1/7/2022,879569,2438,2916144
North America,United States,1/8/2022,407771,871,2200197
North America,United States,1/9/2022,493328,619,1657732
North America,United States,1/10/2022,1355234,2054,2139299
North America,United States,1/11/2022,785249,2522,2690654
North America,United States,1/12/2022,854460,2849,2931705
North America,United States,1/13/2022,864155,2560,3023212
North America,United States,1/14/2022,879727,2796,2827437
North America,United States,1/15/2022,416110,1008,2065215
North America,United States,1/16/2022,486103,762,1374825
North America,United States,1/17/2022,659365,1036,1737047
North America,United States,1/18/2022,1132754,2739,2595265
North America,United States,1/19/2022,910897,3480,2959222
North America,United States,1/20/2022,729229,2931,2794522
North America,United States,1/21/2022,827053,3390,2478009
North America,United States,1/22/2022,308100,1030,1748873
North America,United States,1/23/2022,370062,737,1145237
North America,United States,1/24/2022,910560,2180,1562060
North America,United States,1/25/2022,492390,3156,1945061
North America,United States,1/26/2022,677566,3867,2090558
North America,United States,1/27/2022,502945,2621,2045471
North America,United States,1/28/2022,613110,4091,1887026
North America,United States,1/29/2022,181631,1210,1226022
North America,United States,1/30/2022,200483,485,763787
North America,United States,1/31/2022,536574,2607,1247184
North America,United States,2/1/2022,326292,3357,1772758
North America,United States,2/2/2022,327741,3588,1892140
North America,United States,2/3/2022,273281,2482,1600726
North America,United States,2/4/2022,355056,4122,1482899
North America,United States,2/5/2022,87935,925,1118504
North America,United States,2/6/2022,84759,466,632971
North America,United States,2/7/2022,343404,2889,1251055
North America,United States,2/8/2022,213768,3001,1647523
North America,United States,2/9/2022,187471,3336,1562114
North America,United States,2/10/2022,170359,3251,1470496
North America,United States,2/11/2022,208458,2702,1405626
North America,United States,2/12/2022,52634,822,887709
North America,United States,2/13/2022,59071,582,499705
North America,United States,2/14/2022,167601,3182,984801
North America,United States,2/15/2022,110488,2607,1579440
North America,United States,2/16/2022,113926,3183,1641067
North America,United States,2/17/2022,100705,2952,1520156
North America,United States,2/18/2022,143993,2503,1367808
North America,United States,2/19/2022,31977,686,898982
North America,United States,2/20/2022,23506,446,459495
North America,United States,2/21/2022,79881,916,716286
North America,United States,2/22/2022,89181,2173,1222936
North America,United States,2/23/2022,84132,3092,1378191
North America,United States,2/24/2022,66467,2955,1236642
North America,United States,2/25/2022,73690,2081,1132354
North America,United States,2/26/2022,47718,762,703980
North America,United States,2/27/2022,18515,225,423505
North America,United States,2/28/2022,96900,2142,895604
North America,United States,3/1/2022,46408,1768,1277396
North America,United States,3/2/2022,53077,2092,1245596
North America,United States,3/3/2022,48457,1708,1208825
North America,United States,3/4/2022,50703,1738,1069972
North America,United States,3/5/2022,15206,309,668454
North America,United States,3/6/2022,12604,214,355495
North America,United States,3/7/2022,61536,1698,793308
North America,United States,3/8/2022,29460,1419,1208911
North America,United States,3/9/2022,37032,2024,1139611
North America,United States,3/10/2022,45770,1772,1014754
North America,United States,3/11/2022,48855,1660,1001283
North America,United States,3/12/2022,10469,279,633109
North America,United States,3/13/2022,11278,193,352023
North America,United States,3/14/2022,34532,1312,795472
North America,United States,3/15/2022,23505,1082,1225768
North America,United States,3/16/2022,51254,1849,1198666
North America,United States,3/17/2022,52026,1497,1106967
North America,United States,3/18/2022,31720,816,1010778
North America,United States,3/19/2022,11102,285,612968
North America,United States,3/20/2022,11653,88,354700
North America,United States,3/21/2022,41470,1284,778352
North America,United States,3/22/2022,21226,775,1145416
North America,United States,3/23/2022,39931,1640,1108108
North America,United States,3/24/2022,42101,866,990837
North America,United States,3/25/2022,44441,620,971421
North America,United States,3/26/2022,9686,151,628796
North America,United States,3/27/2022,12020,61,336071
North America,United States,3/28/2022,37708,1019,706971
North America,United States,3/29/2022,23243,988,1054119
North America,United States,3/30/2022,38136,1169,1057428
North America,United States,3/31/2022,44494,518,953752
North America,United States,4/1/2022,31156,830,916164
North America,United States,4/2/2022,12024,158,596843
North America,United States,4/3/2022,4988,60,315955
North America,United States,4/4/2022,38125,594,695601
North America,United States,4/5/2022,24972,512,1075474
North America,United States,4/6/2022,39925,1128,998924
North America,United States,4/7/2022,49679,835,940688
North America,United States,4/8/2022,73190,640,916004
North America,United States,4/9/2022,13055,145,593723
North America,United States,4/10/2022,9814,30,316657
North America,United States,4/11/2022,38126,335,682939
North America,United States,4/12/2022,35225,594,964748
North America,United States,4/13/2022,56075,951,916567
North America,United States,4/14/2022,47860,726,822990
North America,United States,4/15/2022,34194,440,708209
North America,United States,4/16/2022,12805,54,458731
North America,United States,4/17/2022,7923,11,268695
North America,United States,4/18/2022,59574,257,564676
North America,United States,4/19/2022,38493,440,807149
North America,United States,4/20/2022,67805,906,825968
North America,United States,4/21/2022,60470,401,775971
North America,United States,4/22/2022,88823,524,762571
North America,United States,4/23/2022,20277,54,503314
North America,United States,4/24/2022,13971,32,290581
North America,United States,4/25/2022,68273,266,742942
North America,United States,4/26/2022,45156,320,1139599
North America,United States,4/27/2022,89827,804,1088047
North America,United States,4/28/2022,77125,412,1003854
North America,United States,4/29/2022,61252,423,985731
North America,United States,4/30/2022,24645,115,614377
North America,United States,5/1/2022,17354,23,330914
North America,United States,5/2/2022,93901,295,666460
North America,United States,5/3/2022,49928,449,1014708
North America,United States,5/4/2022,112358,1952,1001316
North America,United States,5/5/2022,88331,300,964416
North America,United States,5/6/2022,129062,381,946060
North America,United States,5/7/2022,28686,188,655648
North America,United States,5/8/2022,6598,30,356300
North America,United States,5/9/2022,129218,255,721756
North America,United States,5/10/2022,70724,327,1108442
North America,United States,5/11/2022,161042,684,1113239
North America,United States,5/12/2022,105472,302,1023457
North America,United States,5/13/2022,87268,207,950937
North America,United States,5/14/2022,18121,60,695250
North America,United States,5/15/2022,33121,37,378370
North America,United States,5/16/2022,176964,247,777503
North America,United States,5/17/2022,85472,397,1125933
North America,United States,5/18/2022,203882,971,1145282
North America,United States,5/19/2022,135473,335,1089190
North America,United States,5/20/2022,148788,418,1059152
North America,United States,5/21/2022,28101,76,729254
North America,United States,5/22/2022,13363,47,415291
North America,United States,5/23/2022,149051,245,779373
North America,United States,5/24/2022,83868,343,1148599
North America,United States,5/25/2022,210762,1087,1123987
North America,United States,5/26/2022,135317,356,1011065
North America,United States,5/27/2022,108005,532,833741
North America,United States,5/28/2022,14198,39,582970
North America,United States,5/29/2022,7058,17,347594
North America,United States,5/30/2022,62460,42,298741
North America,United States,5/31/2022,167337,367,722776
North America,United States,6/1/2022,228956,677,1068464
North America,United States,6/2/2022,122128,327,1108080
North America,United States,6/3/2022,156993,400,948606
North America,United States,6/4/2022,28051,156,634948
North America,United States,6/5/2022,16283,34,384629
North America,United States,6/6/2022,159744,284,658412
North America,United States,6/7/2022,86881,475,943386
North America,United States,6/8/2022,198919,1198,799750
North America,United States,6/9/2022,131628,297,524308
North America,United States,6/10/2022,106206,367,521945
North America,United States,6/11/2022,35233,109,431764
North America,United States,6/12/2022,17761,29,350945
North America,United States,6/13/2022,151751,291,557233
North America,United States,6/14/2022,90192,364,695355
North America,United States,6/15/2022,185161,708,603464
North America,United States,6/16/2022,129738,443,472612
North America,United States,6/17/2022,138843,319,406474
North America,United States,6/18/2022,17689,41,247426
North America,United States,6/19/2022,18063,54,
North America,United States,6/20/2022,96014,95,
North America,United States,6/21/2022,111378,456,
North America,United States,6/22/2022,185666,855,
North America,United States,6/23/2022,138398,381,
North America,United States,6/24/2022,117166,446,
North America,United States,6/25/2022,40907,149,
North America,United States,6/26/2022,22281,21,
North America,United States,6/27/2022,160239,299,
North America,United States,6/28/2022,97893,576,
North America,United States,6/29/2022,190271,727,
North America,United States,6/30/2022,167430,,
North America,United States,7/1/2022,156851,502,
North America,United States,7/2/2022,20339,45,
North America,United States,7/3/2022,8444,7,
North America,United States,7/4/2022,76282,79,
North America,United States,7/5/2022,141902,462,
North America,United States,7/6/2022,200733,768,
North America,United States,7/7/2022,138834,1073,
North America,United States,7/8/2022,137726,531,
North America,United States,7/9/2022,28984,49,
North America,United States,7/10/2022,24527,31,
North America,United States,7/11/2022,201282,470,
North America,United States,7/12/2022,148234,566,
North America,United States,7/13/2022,204671,976,
North America,United States,7/14/2022,175156,374,
North America,United States,7/15/2022,153178,510,
North America,United States,7/16/2022,39196,53,
North America,United States,7/17/2022,29601,54,
North America,United States,7/18/2022,165272,441,
North America,United States,7/19/2022,117279,632,
North America,United States,7/20/2022,216745,902,
North America,United States,7/21/2022,175452,497,
North America,United States,7/22/2022,131393,581,
North America,United States,7/23/2022,26330,71,
North America,United States,7/24/2022,23251,31,
North America,United States,7/25/2022,189952,426,
North America,United States,7/26/2022,132214,550,
North America,United States,7/27/2022,240128,955,
North America,United States,7/28/2022,177048,402,
North America,United States,7/29/2022,159242,625,
North America,United States,7/30/2022,16014,31,
North America,United States,7/31/2022,12996,13,
North America,United States,8/1/2022,170167,574,
North America,United States,8/2/2022,90973,510,
North America,United States,8/3/2022,200705,1096,
North America,United States,8/4/2022,187118,621,
North America,United States,8/5/2022,106027,717,
North America,United States,8/6/2022,14979,41,
North America,United States,8/7/2022,12601,31,
North America,United States,8/8/2022,155667,501,
North America,United States,8/9/2022,99808,645,
North America,United States,8/10/2022,196519,946,
North America,United States,8/11/2022,162712,556,
North America,United States,8/12/2022,96735,657,
North America,United States,8/13/2022,83668,46,
North America,United States,8/14/2022,9742,16,
North America,United States,8/15/2022,123142,470,
North America,United States,8/16/2022,91879,511,
North America,United States,8/17/2022,137022,1109,
North America,United States,8/18/2022,149001,608,
North America,United States,8/19/2022,77636,590,
North America,United States,8/20/2022,11054,44,
North America,United States,8/21/2022,9785,788,
North America,United States,8/22/2022,129194,,
North America,United States,8/23/2022,99340,617,
North America,United States,8/24/2022,151872,965,
North America,United States,8/25/2022,139527,615,
North America,United States,8/26/2022,120680,704,
North America,United States,8/27/2022,11760,38,
North America,United States,8/28/2022,8428,18,
North America,United States,8/29/2022,106215,482,
North America,United States,8/30/2022,75770,404,
North America,United States,8/31/2022,154515,1526,
North America,United States,9/1/2022,130613,681,
North America,United States,9/2/2022,64681,480,
North America,United States,9/3/2022,11386,36,
North America,United States,9/4/2022,7420,14,
North America,United States,9/5/2022,33598,89,
North America,United States,9/6/2022,112691,606,
North America,United States,9/7/2022,124041,803,
North America,United States,9/8/2022,107121,688,
North America,United States,9/9/2022,100811,547,
North America,United States,9/10/2022,10117,38,
North America,United States,9/11/2022,8985,20,
North America,United States,9/12/2022,69522,461,
North America,United States,9/13/2022,79724,519,
North America,United States,9/14/2022,103658,971,
North America,United States,9/15/2022,83363,671,
North America,United States,9/16/2022,56241,432,
North America,United States,9/17/2022,8534,34,
North America,United States,9/18/2022,5459,22,
North America,United States,9/19/2022,55797,397,
North America,United States,9/20/2022,69291,439,
North America,United States,9/21/2022,98437,992,
North America,United States,9/22/2022,80990,662,
North America,United States,9/23/2022,83298,425,
North America,United States,9/24/2022,9723,52,
North America,United States,9/25/2022,6710,18,
North America,United States,9/26/2022,45592,369,
North America,United States,9/27/2022,61012,448,
North America,United States,9/28/2022,86838,1303,
North America,United States,9/29/2022,84368,693,
North America,United States,9/30/2022,33399,317,
North America,United States,10/1/2022,7894,35,
North America,United States,10/2/2022,5757,15,
North America,United States,10/3/2022,41284,292,
North America,United States,10/4/2022,55196,504,
North America,United States,10/5/2022,71250,1064,
North America,United States,10/6/2022,60740,582,
North America,United States,10/7/2022,58202,400,
North America,United States,10/8/2022,7711,50,
North America,United States,10/9/2022,5513,8,
North America,United States,10/10/2022,22915,133,
North America,United States,10/11/2022,60675,608,
North America,United States,10/12/2022,64602,767,
North America,United States,10/13/2022,63340,656,
North America,United States,10/14/2022,26900,260,
North America,United States,10/15/2022,5969,38,
North America,United States,10/16/2022,6672,6,
North America,United States,10/17/2022,38755,328,
North America,United States,10/18/2022,43486,433,
North America,United States,10/19/2022,61315,755,
North America,United States,10/20/2022,57117,556,
North America,United States,10/21/2022,45912,576,
North America,United States,10/22/2022,5356,18,
North America,United States,10/23/2022,8477,7,
North America,United States,10/24/2022,39124,203,
North America,United States,10/25/2022,43557,427,
North America,United States,10/26/2022,71434,1126,
North America,United States,10/27/2022,59013,547,
North America,United States,10/28/2022,30138,180,
North America,United States,10/29/2022,8971,30,
North America,United States,10/30/2022,3241,2,
North America,United States,10/31/2022,44642,123,
North America,United States,11/1/2022,48669,433,
North America,United States,11/2/2022,73850,766,
North America,United States,11/3/2022,70488,585,
North America,United States,11/4/2022,38767,343,
North America,United States,11/5/2022,5017,21,
North America,United States,11/6/2022,7503,12,
North America,United States,11/7/2022,38418,130,
North America,United States,11/8/2022,17379,197,
